year,number,song,artist,semanas
2019,79,Esclavo de tus besos,Manuel Turizo & Ozuna,"20 Semanas en lista
1x"
2019,80,GANAS SOBRAN,BRYANT MYERS / MIKY WOODZ / JUSTIN QUILES,"22 Semanas en lista
1x"
2019,81,Date La Vuelta ft. Nicky Jam y Sebastian Yatra,Luis Fonsi,"21 Semanas en lista
1x"
2019,82,VAINA LOCA,OZUNA / MANUEL TURIZO,"51 Semanas en lista
1x"
2019,83,ELLOS,CEKY VICINY,"20 Semanas en lista
1x"
2019,84,ME LLAMA,BERET,"34 Semanas en lista
1x"
2019,85,DJ NO PARE,Justin Quiles,"20 Semanas en lista
1x"
2019,86,Indios y Vaqueros,Sinsinati,"22 Semanas en lista
1x"
2019,87,BAILA CONMIGO,DAYVI / VICTOR CARDENAS / KELLY RUIZ,"24 Semanas en lista
1x"
2019,88,Lola Bunny,Lola Indigo & Don Patricio,"21 Semanas en lista
1x"
2019,89,Someone You Loved,Lewis Capaldi,"30 Semanas en lista
1x"
2019,90,ANTES DE MORIRME,C.TANGANA / ROSALIA,"38 Semanas en lista
1x"
2019,91,Mi Persona Favorita,Alejandro Sanz & Camila Cabello,"25 Semanas en lista
1x"
2019,92,ME QUEDO,Aitana / Lola Indigo,"29 Semanas en lista
1x"
2019,93,Qué tienes tú,DVICIO ft Reik y Mau & Ricky,"45 Semanas en lista
2x"
2019,94,Aute Cuture,Rosalía,"17 Semanas en lista
1x"
2019,95,Cuando Nadie Ve,Morat,"50 Semanas en lista
1x"
2019,96,Perfect,ED SHEERAN / BEYONCE,"98 Semanas en lista
2x"
2019,97,HOLA SEÑORITA,MAÎTRE GIMS / MALUMA,"21 Semanas en lista
1x"
2019,98,Bésame,David Bisbal y Juan Magán,"25 Semanas en lista
1x"
2019,99,Sin Pijama,Becky G & Natti Natasha,"60 Semanas en lista
1x"
2019,100,TELÉFONO,Aitana,"39 Semanas en lista
1x"
2020,1,Tusa,Karol G. y Nicki Minaj,"60 Semanas en lista
7x"
2020,2,Se iluminaba feat. Ana Mena,Fred De Palma,"60 Semanas en lista
5x"
2020,3,Blinding Lights,The Weeknd,"54 Semanas en lista
4x"
2020,4,HAWÁI,Maluma,"22 Semanas en lista
4x"
2020,5,Dance Monkey,Tones and I,"68 Semanas en lista
5x"
2020,6,LA JEEPETA (REMIX),NIO GARCIA / ANUEL AA / MYKE TOWERS / NIO GARCIA / BRRAY /,"36 Semanas en lista
3x"
2020,7,PORFA,FEID / JUSTIN QUILES,"39 Semanas en lista
3x"
2020,8,Caramelo,OZUNA,"29 Semanas en lista
3x"
2020,9,LA CURIOSIDAD,JAY WHEELER / DJ NELSON / MYKE TOWERS,"29 Semanas en lista
3x"
2020,10,Tattoo Remix,Rauw Alejandro & Camilo,"25 Semanas en lista
3x"
2020,11,DAKITI,BAD BUNNY / JHAY CORTEZ,"9 Semanas en lista
3x"
2020,12,MIL TEQUILAS,CHEMA RIVAS,"35 Semanas en lista
3x"
2020,13,Morado,J. Balvin,"30 Semanas en lista
3x"
2020,14,SAFAERA,BAD BUNNY / JOWELL / RANDY / ÑENGO FLOW,"28 Semanas en lista
3x"
2020,15,Favorito,Camilo,"39 Semanas en lista
3x"
2020,16,+,Aitana + Cali Y El Dandee,"44 Semanas en lista
3x"
2020,17,Tú Me Dejaste De Querer,"C. Tangana feat. Niño de Elche, La Húngara","8 Semanas en lista
3x"
2020,18,DJADJA,AYA NAKAMURA,"46 Semanas en lista
3x"
2020,19,EL MANUAL,ANUEL AA,"29 Semanas en lista
3x"
2020,20,Alocao,Omar Montes x Bad Gyal,"44 Semanas en lista
3x"
2020,21,TATTOO,RAUW ALEJANDRO,"4 Semanas en lista
3x"
2020,22,Rojo,J. Balvin,"29 Semanas en lista
3x"
2020,23,Me Gusta,Shakira & Anuel AA,"34 Semanas en lista
3x"
2020,24,Carita de Inocente (Remix),Prince Royce & Myke Towers,"30 Semanas en lista
3x"
2020,25,"PAM (feat. Daddy Yankee, El Alfa)",Justin Quiles,"24 Semanas en lista
3x"
2020,26,DIOSA,MYKE TOWERS,"27 Semanas en lista
2x"
2020,27,Amarillo,J. Balvin,"27 Semanas en lista
2x"
2020,28,RELACIÓN,SECH,"28 Semanas en lista
2x"
2020,29,Nunca Estoy,C. Tangana,"36 Semanas en lista
2x"
2020,30,MAMICHULA,TRUENO / NICKI NICOLE / BIZARRAP / TAIU / TATOOL,"22 Semanas en lista
2x"
2020,31,HASTA QUE DIOS DIGA,ANUEL AA / BAD BUNNY,"26 Semanas en lista
2x"
2020,32,4 besos,"Lola Indigo, Rauw Alejandro, Lalo Ebratt","30 Semanas en lista
2x"
2020,33,RELACIÓN (REMIX),SECH / DADDY YANKEE / J BALVIN / ROSALÍA / FARRUKO,"17 Semanas en lista
2x"
2020,34,Si Tú La Quieres,David Bisbal y Aitana,"39 Semanas en lista
2x"
2020,35,RITMO (Bad Boys For Life),The Black Eyed Peas X J Balvin,"44 Semanas en lista
3x"
2020,36,CHINA,ANUEL AA / DADDY YANKEE / KAROL G / J BALVIN / OZUNA,"60 Semanas en lista
2x"
2020,37,PRENDIO (REMIX),RVFV / OMAR MONTES / DAVILES DE NOVELDA,"36 Semanas en lista
2x"
2020,38,Don't Start Now,Dua Lipa,"51 Semanas en lista
3x"
2020,39,YO PERREO SOLA,BAD BUNNY,"28 Semanas en lista
2x"
2020,40,"Ay, DiOs Mío!",KAROL G,"25 Semanas en lista
2x"
2020,41,LA DIFÍCIL,BAD BUNNY,"20 Semanas en lista
2x"
2020,42,Si por mi fuera,BERET,"39 Semanas en lista
2x"
2020,43,DESPEINADA,OZUNA / CAMILO,"17 Semanas en lista
2x"
2020,44,A un paso de la luna,Ana Mena & Rocco Hunt,"20 Semanas en lista
2x"
2020,45,AYER ME LLAMÓ MI EX,KHEA / LENNY SANTOS,"19 Semanas en lista
2x"
2020,46,Indeciso,"Reik, J Balvin, Lalo Ebratt","41 Semanas en lista
3x"
2020,47,One Day,"J. Balvin, Dua Lipa, Bad Bunny, Tainy","23 Semanas en lista
2x"
2020,48,Blanco,J. Balvin,"28 Semanas en lista
2x"
2020,49,MAMI,PTAZETA / JUACKO,"21 Semanas en lista
2x"
2020,50,IGNORANTES,BAD BUNNY / SECH,"17 Semanas en lista
2x"
2020,51,La Nota,"Manuel Turizo,Rauw Alejandro, Mike Towers","12 Semanas en lista
2x"
2020,52,COMO SE SIENTE,JHAY CORTEZ,"20 Semanas en lista
2x"
2020,53,UNA MALA (REMIX),EL COMPLETO RD / CHIMBALA,"29 Semanas en lista
2x"
2020,54,Agua (Music From Sponge on the Run Movie),TAINY / J BALVIN,"22 Semanas en lista
2x"
2020,55,Muévelo,Nicky Jam & Daddy Yankee,"26 Semanas en lista
2x"
2020,56,EASY,JHAY CORTEZ,"41 Semanas en lista
3x"
2020,57,KEII,ANUEL AA,"16 Semanas en lista
2x"
2020,58,SUR Y NORTE,ÑENGO FLOW / ANUEL AA,"20 Semanas en lista
2x"
2020,59,HOLA (REMIX),DALEX / LENNY TAVÁREZ / CHENCHO CORLEONE / JUHN / DÍMELO,"27 Semanas en lista
2x"
2020,60,FABULOSO,SECH / JUSTIN QUILES,"22 Semanas en lista
2x"
2020,61,UNA LOCURA,OZUNA / J BALVIN / CHENCHO CORLEONE,"17 Semanas en lista
2x"
2020,62,VETE,BAD BUNNY,"23 Semanas en lista
2x"
2020,63,Roses (Imanbek Remix),SAINt JHN,"32 Semanas en lista
2x"
2020,64,Flamenkito,Lerica & Belinda,"24 Semanas en lista
2x"
2020,65,Demasiadas Mujeres,C. Tangana,"12 Semanas en lista
2x"
2020,66,Pa toda la vida (feat. Mozart La Para),DON PATRICIO,"23 Semanas en lista
2x"
2020,67,SUEÑO,BERET / PABLO ALBORÁN,"50 Semanas en lista
2x"
2020,68,Vida De Rico,Camilo,"14 Semanas en lista
1x"
2020,69,TKN,ROSALÍA & Travis Scott,"18 Semanas en lista
1x"
2020,70,FANTASIAS,RAUW ALEJANDRO / FARRUKO,"38 Semanas en lista
2x"
2020,71,CONTANDO LUNARES,DON PATRICIO / CRUZ CAFUNÉ,"81 Semanas en lista
2x"
2020,72,SOLDADITO DE HIERRO,Nil Moliner,"62 Semanas en lista
2x"
2020,73,COMO ESTRELLAS,LA YOUNG,"22 Semanas en lista
1x"
2020,74,Jerusalema (feat. Nomcebo Zikode),Master KG,"18 Semanas en lista
1x"
2020,75,Physical,Dua Lipa,"41 Semanas en lista
1x"
2020,76,Pegamos Tela,Lérica x Omar Montes x Abraham Mateo,"27 Semanas en lista
1x"
2020,77,Whine Up,Nicky Jam & Anuel AA,"26 Semanas en lista
2x"
2020,78,"Yo x Ti, Tu x Mi","Rosalía, Ozuna","38 Semanas en lista
2x"
2020,79,Hola Nena,Nyno Vargas feat. Omar Montes,"22 Semanas en lista
1x"
2020,80,Zorra,BAD GYAL,"19 Semanas en lista
2x"
2020,81,SIGUES CON EL,ARCANGEL / SECH / DIMELO FLOW,"18 Semanas en lista
1x"
2020,82,JANGUEO,ANUEL AA / TEGO CALDERON,"18 Semanas en lista
1x"
2020,83,SOLA & VACÍA,CASPER MAGICO / ANUEL AA,"19 Semanas en lista
1x"
2020,84,Qué Bonito Es Querer,Manuel Carrasco,"47 Semanas en lista
2x"
2020,85,Medusa,"Jhay Cortez, Anuel AA, J. Balvin","16 Semanas en lista
1x"
2020,86,Fuera De Mi Mente,Lérica & Juan Magán,"23 Semanas en lista
2x"
2020,87,El Mismo Aire,Camilo & Pablo Alborán,"29 Semanas en lista
1x"
2020,88,Indios y Vaqueros,Sinsinati,"53 Semanas en lista
2x"
2020,89,MI NIÑA,LOS LEGENDARIOS / WISIN / MYKE TOWERS,"14 Semanas en lista
1x"
2020,90,Tabú,Pablo Alborán & Ava Max,"24 Semanas en lista
2x"
2020,91,LOCO,BEÉLE,"21 Semanas en lista
1x"
2020,92,MAMACITA,Black Eyed Peas X Ozuna X J. Rey Soul,"26 Semanas en lista
1x"
2020,93,Memories,Maroon 5,"31 Semanas en lista
2x"
2020,94,Elegí,"Rauw Alejandro, Dalex, Lenny Tavarez, Dimelo Flow","22 Semanas en lista
1x"
2020,95,Someone You Loved,Lewis Capaldi,"58 Semanas en lista
2x"
2020,96,A GÜIRO,RAFA PABÖN,"13 Semanas en lista
1x"
2020,97,bad guy (with Justin Bieber),Billie Eilish,"59 Semanas en lista
2x"
2020,98,PA' ROMPERLA,BAD BUNNY / DON OMAR,"14 Semanas en lista
1x"
2020,99,TBT,"Sebastián Yatra, Rauw Alejandro, Manuel Turizo","27 Semanas en lista
1x"
2020,100,Señorita,Shawn Mendes feat Camila Cabello,"42 Semanas en lista
1x"
2021,1,Todo De Ti,RAUW ALEJANDRO,"32 Semanas en lista
9x"
2021,2,Pareja Del Año ft Myke Towers,Sebastián Yatra,"37 Semanas en lista
6x"
2021,3,Tiroteo Remix,"Marc Seguí, Rauw Alejandro y Pol Granch","39 Semanas en lista
6x"
2021,4,Tú Me Dejaste De Querer,"C. Tangana feat. Niño de Elche, La Húngara","60 Semanas en lista
6x"
2021,5,PEPAS,Farruko,"26 Semanas en lista
5x"
2021,6,LA HISTORIA,EL TAIGER / DJ CONDS,"37 Semanas en lista
5x"
2021,7,Loco,"Justin Quiles feat. Chimbala, Zion & Lennox","33 Semanas en lista
5x"
2021,8,YONAGUNI,BAD BUNNY,"30 Semanas en lista
5x"
2021,9,Mon Amour (remix),"zzoilo, Aitana","20 Semanas en lista
5x"
2021,10,Qué Más Pues?,"J. Balvin, Maria Becerra","31 Semanas en lista
5x"
2021,11,FIEL,LOS LEGENDARIOS / WISIN / JHAY CORTEZ,"41 Semanas en lista
5x"
2021,12,FLAMENCO Y BACHATA,Daviles de Novelda,"42 Semanas en lista
5x"
2021,13,DAKITI,BAD BUNNY / JHAY CORTEZ,"61 Semanas en lista
5x"
2021,14,BANDIDO,MYKE TOWERS / JUHN,"37 Semanas en lista
4x"
2021,15,CÚRAME,RAUW ALEJANDRO,"27 Semanas en lista
4x"
2021,16,MIÉNTEME,TINI / MARIA BECERRA,"35 Semanas en lista
4x"
2021,17,Vida De Rico,Camilo,"66 Semanas en lista
5x"
2021,18,INGOBERNABLE,C. TANGANA / GIPSY KINGS / NICOLAS REYES / TONINO BALIARDO,"44 Semanas en lista
4x"
2021,19,Ella No es Tuya,"Rochy RD, Myke Towers, Nicki Nicole","30 Semanas en lista
3x"
2021,20,LA NOCHE DE ANOCHE,BAD BUNNY / ROSALÍA,"48 Semanas en lista
4x"
2021,21,A un paso de la luna,Ana Mena & Rocco Hunt,"68 Semanas en lista
4x"
2021,22,Solo,"Omar Montes, Ana Mena y Maffio","40 Semanas en lista
3x"
2021,23,VOLANDO (REMIX),MORA / BAD BUNNY / SECH,"25 Semanas en lista
3x"
2021,24,Juramento eterno de sal,Álvaro de Luna,"55 Semanas en lista
4x"
2021,25,911,SECH,"23 Semanas en lista
3x"
2021,26,VOLVÍ,AVENTURA / BAD BUNNY,"22 Semanas en lista
3x"
2021,27,HECHA PA' MI,BOZA,"36 Semanas en lista
2x"
2021,28,Ateo,"C. Tangana, Nathy Peluso","12 Semanas en lista
3x"
2021,29,LEY SECA,JHAY CORTEZ / ANUEL AA,"17 Semanas en lista
3x"
2021,30,Save Your Tears,The Weeknd,"48 Semanas en lista
3x"
2021,31,HAWÁI,Maluma,"63 Semanas en lista
2x"
2021,32,2/CATORCE,RAUW ALEJANDRO / MR. NAISGAI,"38 Semanas en lista
2x"
2021,33,AM (REMIX),NIO GARCIA / J BALVIN / BAD BUNNY,"27 Semanas en lista
3x"
2021,34,Bebé,Camilo & El Alfa,"40 Semanas en lista
2x"
2021,35,ME FIJE,ALEX ROSE / RAUW ALEJANDRO,"23 Semanas en lista
2x"
2021,36,La Niña de la Escuela,"Lola Indigo, TINI, Belinda","26 Semanas en lista
3x"
2021,37,Blinding Lights,The Weeknd,"103 Semanas en lista
3x"
2021,38,EL MAKINON,"KAROL G, Mariah Angeliq","25 Semanas en lista
2x"
2021,39,MONTERO (Call Me By Your Name),LIL NAS X,"32 Semanas en lista
2x"
2021,40,ALOHA,MALUMA / RAUW ALEJANDRO / BEÉLE / DARELL / MAMBO KINGZ / DJ,"26 Semanas en lista
2x"
2021,41,AM,NIO GARCIA / FLOW LA MOVIE,"17 Semanas en lista
2x"
2021,42,Fulanito,Becky G & El Alfa,"28 Semanas en lista
2x"
2021,43,Nostálgico,"Rvssian, Rauw Alejandro & Chris Brown","16 Semanas en lista
2x"
2021,44,Baila Conmigo,Selena Gomez & Rauw Alejandro,"23 Semanas en lista
2x"
2021,45,La Nota,"Manuel Turizo,Rauw Alejandro, Mike Towers","38 Semanas en lista
2x"
2021,46,512,MORA / JHAY CORTEZ,"30 Semanas en lista
2x"
2021,47,TRAVESURAS,NIO GARCÍA / CASPER MÁGICO / OZUNA / WISIN & YANDEL / MYKE T,"21 Semanas en lista
2x"
2021,48,Tattoo Remix,Rauw Alejandro & Camilo,"64 Semanas en lista
2x"
2021,49,ELLA,EL BOBE / ALPEDUE,"30 Semanas en lista
2x"
2021,50,Chica Ideal,Sebastián Yatra & Guaynaa,"39 Semanas en lista
2x"
2021,51,SAL Y PERREA,SECH,"26 Semanas en lista
2x"
2021,52,NO TE ENAMORES (REMIX),MILLY / FARRUKO / NIO GARCIA / JAY WHEELER / AMENAZZY,"21 Semanas en lista
2x"
2021,53,BICHOTA,KAROL G,"27 Semanas en lista
2x"
2021,54,drivers license,Olivia Rodrigo,"24 Semanas en lista
1x"
2021,55,DIABLITA REMIX,FABBIO / OMAR MONTES / LENNIS RODRIGUEZ / CHUS SANTANA,"24 Semanas en lista
2x"
2021,56,Bad Habits,ED SHEERAN,"27 Semanas en lista
2x"
2021,57,"NICKY JAM: BZRP MUSIC SESSIONS, VOL. 41",BIZARRAP / NICKY JAM,"18 Semanas en lista
2x"
2021,58,Friday,Riton x Nightcrawlers feat Mufasa & Hypeman,"30 Semanas en lista
2x"
2021,59,Libertad,Nil Moliner,"31 Semanas en lista
2x"
2021,60,Antes,ANUEL AA / OZUNA,"18 Semanas en lista
1x"
2021,61,Stay,The Kid LAROI & Justin Bieber,"25 Semanas en lista
2x"
2021,62,Demasiadas Mujeres,C. Tangana,"37 Semanas en lista
1x"
2021,63,KESI,Camilo,"29 Semanas en lista
1x"
2021,64,RAM PAM PAM,Natti Natasha & Becky G,"25 Semanas en lista
2x"
2021,65,MILLONES,Camilo,"36 Semanas en lista
2x"
2021,66,"Peaches Ft Daniel Caesar, Giveon",Justin Bieber,"25 Semanas en lista
1x"
2021,67,BEGGIN',Måneskin,"28 Semanas en lista
2x"
2021,68,DILE (HOMENAJE),JHAY CORTEZ,"16 Semanas en lista
2x"
2021,69,EXPERIMENTO,MYKE TOWERS,"14 Semanas en lista
2x"
2021,70,Machu Picchu,Camilo & Evaluna Montaner,"20 Semanas en lista
1x"
2021,71,LOS TONTOS,C. TANGANA / KIKO VENENO,"27 Semanas en lista
1x"
2021,72,911 (REMIX),SECH / JHAY CORTEZ,"18 Semanas en lista
1x"
2021,73,Bésame ft Myke Towers,Luis Fonsi,"17 Semanas en lista
1x"
2021,74,In Da Getto,"J. Balvin, Skrillex","26 Semanas en lista
2x"
2021,75,EXPLÍCITO,MYKE TOWERS,"25 Semanas en lista
1x"
2021,76,ALMAS GEMELAS,MYKE TOWERS,"22 Semanas en lista
2x"
2021,77,"NATHY PELUSO: BZRP MUSIC SESSIONS, VOL. 36",BIZARRAP / NATHY PELUSO,"23 Semanas en lista
1x"
2021,78,PARÍS,INGRATAX,"21 Semanas en lista
2x"
2021,79,DEL MAR,OZUNA / DOJA CAT / SIA,"39 Semanas en lista
1x"
2021,80,MALBEC,DUKI / BIZARRAP,"25 Semanas en lista
1x"
2021,81,FIEL (REMIX),WISIN / JHAY CORTEZ / ANUEL AA / LOS LEGENDARIOS / MYKE TOWE,"13 Semanas en lista
1x"
2021,82,Good 4 u,Olivia Rodrigo,"26 Semanas en lista
1x"
2021,83,Reloj,Rauw Alejandro & Anuel AA,"33 Semanas en lista
1x"
2021,84,Mala Costumbre,"Manuel Turizo, Wisin & Yandel","22 Semanas en lista
1x"
2021,85,LA CURIOSIDAD,JAY WHEELER / DJ NELSON / MYKE TOWERS,"57 Semanas en lista
2x"
2021,86,ESO QUE TÚ ME DAS,Jarabe de Palo,"56 Semanas en lista
1x"
2021,87,Cancion Bonita,"Carlos Vives, Ricky Martin","28 Semanas en lista
1x"
2021,88,DESPEINADA,OZUNA / CAMILO,"39 Semanas en lista
1x"
2021,89,Polvo,Nicky Jam & Myke Towers,"24 Semanas en lista
1x"
2021,90,The Business,Tiësto,"26 Semanas en lista
1x"
2021,91,MON AMOUR,ZZOILO,"12 Semanas en lista
1x"
2021,92,ANDA SUELTA,CHEMA RIVAS / JUAN MAGAN,"19 Semanas en lista
1x"
2021,93,Beba Qué Quieres Que Haga,Omar Montes & JC El Diamante,"17 Semanas en lista
1x"
2021,94,Dance Monkey,Tones and I,"92 Semanas en lista
1x"
2021,95,Zorra,BAD GYAL,"31 Semanas en lista
1x"
2021,96,Ella,BOZA,"20 Semanas en lista
1x"
2021,97,POBLADO,J. BALVIN / KAROL G / NICKY JAM / CRISSIN / TOTOY EL FRIO /,"15 Semanas en lista
1x"
2021,98,LA FAMA,ROSALÍA feat. The Weeknd,"7 Semanas en lista
1x"
2021,99,LOCATION,"KAROL G, Anuel AA, J. Balvin","19 Semanas en lista
1x"
2021,100,PÁRTEME LA CARA,C. TANGANA / ED MAVERICK,"12 Semanas en lista
1x"
2022,1,"QUEVEDO: BZRP MUSIC SESSIONS, VOL. 52",BIZARRAP / QUEVEDO,"26 Semanas en lista
10x"
2022,2,La Bachata,Manuel Turizo,"30 Semanas en lista
7x"
2022,3,DESPECHÁ,Rosalía,"23 Semanas en lista
6x"
2022,4,TITÍ ME PREGUNTÓ,BAD BUNNY,"34 Semanas en lista
6x"
2022,5,Tacones Rojos,Sebastián Yatra,"62 Semanas en lista
5x"
2022,6,ME PORTO BONITO,BAD BUNNY / CHENCHO CORLEONE,"34 Semanas en lista
5x"
2022,7,Desesperados,RAUW ALEJANDRO / CHENCHO CORLEONE,"55 Semanas en lista
4x"
2022,8,CAYÓ LA NOCHE (REMIX),LA PANTERA / QUEVEDO / JUSEPH / CRUZ CAFUNE / ABHIR HATHI /,"48 Semanas en lista
4x"
2022,9,Te Felicito,Shakira & Rauw Alejandro,"36 Semanas en lista
4x"
2022,10,"TIAGO PZK: BZRP MUSIC SESSIONS, VOL. 48",BIZARRAP / TIAGO PZK,"53 Semanas en lista
4x"
2022,11,Mamiii,Becky G feat. KAROL G,"46 Semanas en lista
4x"
2022,12,OJITOS LINDOS,BAD BUNNY / BOMBA ESTÉREO,"34 Semanas en lista
4x"
2022,13,PROVENZA,KAROL G,"36 Semanas en lista
4x"
2022,14,Mon Amour (remix),"zzoilo, Aitana","72 Semanas en lista
3x"
2022,15,TAROT,BAD BUNNY / JHAY CORTEZ,"34 Semanas en lista
4x"
2022,16,Formentera,"Aitana, Nicki Nicole","56 Semanas en lista
3x"
2022,17,MOSCOW MULE,BAD BUNNY,"34 Semanas en lista
3x"
2022,18,MEMORIAS,MORA / JHAY CORTEZ,"39 Semanas en lista
3x"
2022,19,SIN SEÑAL,QUEVEDO / OVY ON THE DRUMS,"23 Semanas en lista
3x"
2022,20,Las 12,"Ana Mena, Belinda","28 Semanas en lista
3x"
2022,21,MI LUZ,RVFV / RELS B,"46 Semanas en lista
3x"
2022,22,LA FAMA,ROSALÍA feat. The Weeknd,"57 Semanas en lista
3x"
2022,23,UNA NOCHE EN MEDELLÍN,CRIS MJ,"41 Semanas en lista
3x"
2022,24,TIGINI,RVFV / KIKIMOTELEBA,"30 Semanas en lista
3x"
2022,25,mariposas,"sangiovanni, Aitana","30 Semanas en lista
3x"
2022,26,VISTA AL MAR,QUEVEDO,"16 Semanas en lista
3x"
2022,27,SloMo,Chanel,"33 Semanas en lista
3x"
2022,28,LA INOCENTE,MORA / FEID,"33 Semanas en lista
3x"
2022,29,Ateo,"C. Tangana, Nathy Peluso","64 Semanas en lista
2x"
2022,30,As It Was,Harry Styles,"39 Semanas en lista
3x"
2022,31,Todo De Ti,RAUW ALEJANDRO,84 Semanas en lista
2022,32,PELELE,MORAD,"30 Semanas en lista
3x"
2022,33,ULTRA SOLO,POLIMÁ WESTCOAST / PAILITA,"35 Semanas en lista
3x"
